"method","Yr","Seas","Flt","Gender","Part","Nsamp","30","40","50","60","70","80","90","100","110","120","130","140","150","160","170","180"
1,161,1,17,0,0,5,0.000547915431212564,0.0279555479863306,0.0916593011781971,0.0466454690449504,0.0438606090983666,0.0609524066013996,0.0403820325821475,0.0705514911821502,0.109748164969144,0.133114598129279,0.115471614008456,0.129164976130577,0.0797757161651755,0.0416392563689172,0.00841797639016631,0.000112924733530165
1,162,1,17,0,0,5,0.00407956550601053,0.0165490975615318,0.0736217671414669,0.063929549658522,0.0471484818675464,0.0478257709720116,0.0667902155941276,0.0649778967991128,0.101495506281632,0.115798494791563,0.101007194813878,0.153527671086139,0.0960171105102222,0.0411073816092733,0.00477369105092708,0.00135060475603532
1,164,1,17,0,0,5,0.00173949214578399,0.0224851484861629,0.0655182836734865,0.0439718603955133,0.0559100007289007,0.0958297184150063,0.0900589328967569,0.103284745772938,0.0890596770771329,0.0994144799182376,0.105501930867692,0.103004304015952,0.0818648598541759,0.0361033253282537,0.00610983750023494,0.000143402923772774
1,165,1,17,0,0,5,0.00363806177998609,0.0243320352186427,0.0684051893204874,0.0366926039694363,0.0380530242177653,0.0907373575414357,0.0816312183092696,0.107340950881375,0.11497324288437,0.103651343534682,0.102989643993222,0.0944012198224497,0.0896353603352606,0.0371008937700494,0.00532930258608951,0.00108855183547811
1,168,1,17,0,0,5,0.0100986020464194,0.0365516870431342,0.091209771414048,0.0663415566082061,0.0580361217768544,0.0657996614536928,0.0257014514203293,0.0168035724265216,0.158183005447664,0.125131301098962,0.0772731775690143,0.130367996416946,0.0651571799604864,0.00732859116787123,0.0660163241498507,0
1,169,1,17,0,0,5,0.00416112436314428,0.0251228870892036,0.0649859850408843,0.0496135310207368,0.0541127457655947,0.0565120811129454,0.0584855340699464,0.10170492959706,0.102813357893777,0.137899627505356,0.0999205474048589,0.119852451068911,0.0851411942811839,0.0300166302746481,0.00854765738030869,0.00110971613144112
1,172,1,17,0,0,5,0.00571734305832307,0.0150272519767888,0.0632133530205756,0.0279331783965235,0.0614730840901992,0.0591263047515342,0.0742986978390966,0.13819933462868,0.117080324742796,0.128014449822308,0.113970815803442,0.0864166631660239,0.0797828057905487,0.0228226667763207,0.00692372613683945,0
1,173,1,17,0,0,5,0.0033663027211366,0.0207444633638954,0.0856243233275509,0.043029259136466,0.030424054591748,0.0629262007368632,0.0727675988655158,0.0903765752723728,0.121635297320676,0.120371010101283,0.108040911755731,0.129342408414316,0.080293158747844,0.025406187508326,0.0052883418430006,0.000363906293273209
1,174,1,17,0,0,5,0,0.0870710637591451,0,0.0949715432547235,0.0342160002928299,0.131284944187651,0.042594981196468,0.0536271843112981,0.198700003799685,0.0955701481437122,0.084188050506606,0.0557080804170632,0.0662534225917025,0.0558145775391156,0,0
1,175,1,17,0,0,5,0.00330596673548067,0.0217232002060496,0.0456902008923738,0.0392261300424267,0.0464830694683207,0.102566661493072,0.0694003038964519,0.0714999107865124,0.135399836963104,0.109085657048291,0.131803784386818,0.137415085991353,0.069199792451617,0.0131968602212242,0.00400353941690583,0
1,176,1,17,0,0,5,0.00406803268527685,0.0236321338944174,0.100741985648356,0.0339733474081901,0.0600241299259238,0.132668696010241,0.0622827830096961,0.0630408215551118,0.112212493964873,0.121178670495068,0.0450964234875693,0.182314498038577,0.0480729284294059,0.00750327959931318,0.00318977584798155,0
1,177,1,17,0,0,5,0.00222939325937348,0.0309316350588397,0.0589208742643673,0.034220921764408,0.0473306099763895,0.0620701400793667,0.100481833271044,0.12005470736192,0.115820288552997,0.135598473981828,0.12847855902012,0.106193465048583,0.0400006860556604,0.0134626509228513,0.00405917872456587,0.000146582657686422
1,178,1,17,0,0,5,0.0131694041422825,0.0367281652026451,0.0607356632729049,0.0376328086327034,0.0406746320129872,0.0520221216972097,0.0849365217638628,0.0987094950072261,0.106674007000165,0.104447925094705,0.108150357082065,0.108948452938287,0.0914625945383001,0.0428065606532726,0.00963133613852716,0.00326995482285623
1,181,1,17,0,0,5,0.00046740554604578,0.00344351088124629,0.0813756657119317,0.0539458903557495,0.017357022625853,0.0166425511902325,0.115628109329765,0.175412147415574,0.148054301772865,0.0957423751521271,0.117995556941356,0.145494640515057,0.0169330574613297,0.0027006302426015,0.00880713485826528,0
1,182,1,17,0,0,5,0.00140472597464177,0.0244836053919953,0.0647954254230914,0.0440622902869312,0.0353844264722893,0.0884903427148512,0.112594295199975,0.0994031275109813,0.155981532469091,0.129705214459313,0.0855652836422763,0.0801045651212281,0.0503750364224074,0.0208783406832223,0.00677178822770537,0
1,185,1,17,0,0,5,0.00157185846490361,0.0205048462695852,0.0580249271121933,0.038129939122212,0.0401549779142165,0.0689762954732738,0.0786181206589034,0.120955525462846,0.123063181386441,0.133355114152892,0.105755640466505,0.10664447993225,0.0701824812081536,0.0256771862812676,0.00710846884474941,0.00127695724960874
1,186,1,17,0,0,5,0,0.0402402251692403,0.0484773813840934,0.0611828688568153,0.068307380301006,0.0479775033386988,0.048075680403359,0.0636542720583141,0.115173696216736,0.174685040111574,0.0947729609282494,0.0976631558759543,0.0636902831387949,0.0654412110766408,0.00833069664714558,0.00232764449337774
1,187,1,17,0,0,5,0.00765587033879163,0.0232925071864429,0.0736861089763569,0.0225830897533667,0.0488169179398666,0.0624359587356455,0.0797625185629088,0.100421203718271,0.128456775163924,0.123569529921694,0.108852795859243,0.0894152987757871,0.0768020484948296,0.0497701299877279,0.00447924658514403,0
1,188,1,17,0,0,5,0,0.0278860803861423,0.0824832274358565,0.0161397472437654,0.026919983058309,0.0353742348929775,0.0646830047133999,0.0911584305563627,0.133325053471095,0.120926768984258,0.059549350680029,0.142230776697728,0.146333095863026,0.0351617053907721,0.0178285406262779,0
1,189,1,17,0,0,5,0.00454838112058995,0.0171125784669882,0.0855073432730973,0.0419726087330017,0.0352199127587945,0.032028164122299,0.0635078961538775,0.105693370210566,0.140311416901079,0.14594201341874,0.105298389757655,0.129353661512145,0.0597603738886464,0.0294861927552616,0.00418415147753005,7.35454497291143e-05
1,190,1,17,0,0,5,0.00789427360657848,0.0385458287151132,0.146838255459082,0.0183122041903701,0.0591541219404047,0.044172970049888,0.0565796586958429,0.0707787607759312,0.107658155414616,0.111314656193536,0.128939646234917,0.131857769859031,0.0677038286807831,0.00499248570564715,0.00525738447825834,0
1,191,1,17,0,0,5,0,0.00874783255897566,0.0821057420906079,0,0.0638928973749754,0.0405241023931533,0.0750025585532584,0.125331518045935,0.137306063192583,0.182911916315646,0.156250038823106,0.0932775273522694,0,0.0346498032994914,0,0
1,193,1,17,0,0,5,0.00651811146793382,0.0300865200097389,0.0816096436367903,0.0587789135945754,0.0450279417468032,0.0544546644044752,0.066119192903495,0.106898580677362,0.0918415886193069,0.111261892718728,0.096943169048143,0.117463665133029,0.0949525929484884,0.0304613555914504,0.00741041177399804,0.000171755725682345
1,194,1,17,0,0,5,0.00122423176109759,0.0343527434342255,0.0819131585164721,0.0466621691755323,0.0442246056785109,0.0579702733828232,0.0511831311551098,0.131884545710441,0.105457862778119,0.13195496623216,0.0945453497753699,0.101906419370776,0.0821108196984644,0.0297906458529311,0.00467351106450462,0.000145566413462109
1,195,1,17,0,0,5,0,0.0389944270981261,0.0768934692990367,0.0150459820470506,0.025095658295311,0.109923262756292,0.0703494628383263,0.113307690128693,0.101691675024112,0.0563658763567593,0.0777192992429667,0.151533738799267,0.113680277433003,0.0327788521135363,0.016620328567519,0
1,196,1,17,0,0,5,0.00242631784762696,0.0211446964779089,0.0887626508213833,0.0289930456556005,0.0415601544918918,0.088310590984966,0.125839281618329,0.137355519435802,0.0938886648414086,0.112016892423897,0.0919600485221884,0.0983090534071452,0.0457949777180772,0.0131135225059178,0.00389886495868083,0.00662571828917611
1,197,1,17,0,0,5,0.00096065114885979,0.0220437743187544,0.104887958478104,0.0502242310987491,0.0332721706755394,0.0681959055809361,0.090530892954133,0.121928905040394,0.115985081516063,0.099978898299855,0.0740175576961437,0.0923275206214491,0.0771640768933241,0.0326153958100861,0.0135097531208441,0.00235722674676553
1,199,1,17,0,0,5,0,0.0854950866630035,0,0,0.15815681701887,0,0,0.138843587209692,0.26408577663874,0.129406227710394,0.106235789279782,0.117776715479519,0,0,0,0
1,200,1,17,0,0,5,0.00430514782267704,0.0192623578136254,0.0632954266904306,0.0543159541796612,0.0852948495070072,0.107373494459363,0.0758766112655527,0.0948779240355445,0.11630305707253,0.126898038821234,0.0717774509017831,0.0915952881765066,0.0693861601608773,0.0161212718891542,0.00257855961178254,0.000738407592270756
1,201,1,17,0,0,5,0.0126459693053763,0.0103903179808868,0.0294071531167826,0.0484037570780889,0.0846755270804003,0.0619456580344868,0.0810431945086093,0.0623750659613864,0.0822706915454933,0.245556888611439,0.0762237031916559,0.144504639852236,0.0441372409259819,0.00750003688683957,0.00810373886385823,0.00081641705647879
1,202,1,17,0,0,5,0.00174829109328125,0.022151776916743,0.0634102944684042,0.0360994589444988,0.0616860963079442,0.0635013122465014,0.108313077548671,0.147551145099599,0.0995418000860238,0.13576570214239,0.101806176930763,0.100833202609685,0.0406505174148127,0.0154182927961662,0.0015228553945162,0
1,203,1,17,0,0,5,0,0.013027872755139,0.0257551445129966,0.0061607262627314,0.0547804483967154,0.126003041143257,0.0505882063980753,0.250990935131776,0.0774111565945798,0.0718534301873378,0.0662446330618597,0.0922876336427683,0.097440380030368,0.0674563918823964,0,0
1,204,1,17,0,0,5,0.0017516281082426,0.00902008502286233,0.0628263275372188,0.0291454956862808,0.0280860116273913,0.0626162864510997,0.0481215623753205,0.173072581037419,0.137380996856543,0.145176675276434,0.104440799482478,0.102639200229318,0.0663423594454639,0.0269979333187894,0.00190658039443613,0.000475477150702257
1,205,1,17,0,0,5,0.00252686988790044,0.0225198309300217,0.0677750152398051,0.0374187356722377,0.026059201366299,0.0445532804237592,0.0616303257767309,0.124009815729509,0.138852279692352,0.158464709844293,0.118105390018618,0.0995577053234176,0.0702668465226135,0.0223111571320589,0.0056366883152268,0.000312148125156356
1,206,1,17,0,0,5,0.00185126192187292,0.00437011382670604,0.0615136835697197,0.0525959832890833,0.0480468919880399,0.00552953888607035,0.0528692556841384,0.0793500895978997,0.165993090725144,0.168173322728801,0.11261217620395,0.114083645253588,0.0993118455171287,0.0311155722595659,0.00220933937082413,0.000374189177468206
1,207,1,17,0,0,5,0.00717905048617925,0.0134841707223326,0.0175219956659086,0.0410288206518868,0.0403498737150213,0.0718907888965622,0.0384120270192085,0.123388967782529,0.0624612651126754,0.227746139105365,0.136274499987871,0.150472850236331,0.0376660526303504,0.0321234979877795,0,0
1,208,1,17,0,0,5,0,0.00211477965815107,0.111144852901085,0.0282245848214917,0.0246814411550878,0.0360475056548465,0.112149352790204,0.0889930469482327,0.150717655930832,0.0886783769725732,0.129369273234481,0.142689096556287,0.0505112955344691,0.0337626845024332,0.000916053339826125,0
1,209,1,17,0,0,5,0.00902343307686681,0.0257241802177446,0.0661803085159523,0.0531304404299328,0.0519205142421514,0.0750845012688763,0.0732490068686399,0.102004293702922,0.0721003274005441,0.119834131124567,0.107131472288897,0.125599614749707,0.0920347939131249,0.0186661269997264,0.00759864853393072,0.000718206666417794
1,210,1,17,0,0,5,0.00170018463602069,0.0342334982816037,0.0503061230341559,0.0159263547572236,0.0434365006086253,0.0618130334322571,0.0545081048151693,0.12087658433636,0.11393206949879,0.0782228189514318,0.0991868697494428,0.139317742262211,0.115408294386016,0.0524338916116165,0.0173617336221531,0.0013361960169231
1,211,1,17,0,0,5,0,0.0256641027924414,0.0854941335565677,0.0233306251784115,0.0786282533868548,0.0483742053042054,0.056039347547556,0.0967543454362118,0.0704777879922465,0.0915895393637925,0.164370801212971,0.0552508670863557,0.169586150993844,0.0224919890214679,0.00758675445823824,0.00436109666883527
1,212,1,17,0,0,5,0,0.0306551548994314,0.0507773126963712,0.0354848329306077,0.0473489993066666,0.0622190073371711,0.085327195563959,0.100210419334624,0.0852736976526426,0.146228213564114,0.089029099099361,0.134017907267995,0.117966861945059,0.015461298401998,0,0
1,213,1,17,0,0,5,0.00310180687090555,0.0313335834544876,0.0937719985576665,0.0469792414257573,0.038707607882733,0.0476596753931726,0.0623445610821708,0.0977019131074637,0.128630947626069,0.110340437826513,0.104363691572164,0.119367751291639,0.0926949745802483,0.00983109926721038,0.0127667268569347,0.000403983204865527
1,214,1,17,0,0,5,0.00261966639464035,0.0141876542700953,0.132450606207792,0.0264830387259806,0.0772562932966401,0.0191257856484093,0.100550042887832,0.101771471291906,0.0930329000610287,0.129901606689212,0.143254656200339,0.0927197839612243,0.0439068087716132,0.0132889035196544,0.00759892520524669,0.00185185686838647
1,215,1,17,0,0,5,0,0,0,0,0.275637730688692,0,0.0496349724607072,0.0381383509383253,0.0414618796571121,0.0314937805265857,0.119381915828296,0.15675901595542,0,0,0.139350516384842,0.14814183756002
1,216,1,17,0,0,5,0.00130266390916714,0.0172312602709835,0.0710395689261209,0.0355795515808336,0.0594393624203829,0.0700774630881788,0.079260759491875,0.0958022644382789,0.103007269055576,0.13991909252506,0.106805511728673,0.0927159563005711,0.0906200309494497,0.0261504617664305,0.00927014516926702,0.00177863837915181
1,217,1,17,0,0,5,0.00408140011704401,0.0277272100259255,0.079421469535301,0.0627629455835877,0.0489411454937778,0.0984516386392169,0.111539811259906,0.113301551637707,0.111035447478225,0.0717458419257747,0.0592098840637771,0.130610067227183,0.0576363857985188,0.0156202010872567,0.00691987475208816,0.000995125374709873
1,218,1,17,0,0,5,0.00702627355468706,0.0228571509876756,0.0673259619186139,0.0281364849184354,0.0455031203895701,0.0243061414516996,0.0975114636295226,0.131393151615319,0.159619405933679,0.102243008755056,0.115030411819823,0.111900941888353,0.0429157481725383,0.0327033300329477,0.00768641541293004,0.00384098951914844
1,219,1,17,0,0,5,0,0,0,0,0,0,0,0,0,0,0.504574216665696,0,0.495425783334304,0,0,0
1,220,1,17,0,0,5,0.0107440635192547,0.106941187760408,0.0843513245331407,0.0309474066720535,0.0229413936421522,0,0.0826849483824407,0.0971072973311918,0.108455953056638,0.0966137057158017,0.182694109861225,0.0779207403093035,0.0311765162313544,0.0674213529850357,0,0
1,221,1,17,0,0,5,0.00223742552882379,0.0459947700539998,0.10508252487584,0.0319995038667158,0.0296254242740815,0.0565136467883799,0.06971741794774,0.103857447708585,0.125823206360876,0.125549316483214,0.0969552737146034,0.0971776103247265,0.0771402437885564,0.0222039742863562,0.0095250184228533,0.000597195574647636
1,222,1,17,0,0,5,0,0.0273017891818006,0.153726079052494,0.0299092491153598,0.022056758697642,0.0218183936773416,0.100390504435007,0.122241374797996,0.0878903837519886,0.162610914555458,0.0808521845574441,0.115701757791102,0.0547960679854569,0.0146687927491511,0.00344985315295429,0.00258589649880352
1,224,1,17,0,0,5,0.00745232656398177,0.0394297377279001,0.181346161975248,0.130073040557629,0.105876723880027,0.0413546278560552,0.021048983519304,0.0879347999171774,0.133294615034586,0.081819532560903,0.0568784356867592,0.0726045420149402,0.0157812719244538,0.0251052007810344,0,0
1,225,1,17,0,0,5,0.00447793778181855,0.0210904147427748,0.0836706177743012,0.0951308399010501,0.0989131112523452,0.0837085269238498,0.0667967339293151,0.0927071935871203,0.0906950219997682,0.134528924187084,0.0907919431319666,0.0892258803523416,0.032239812756686,0.0121935159949765,0.00311438465787677,0.000715141026725457
1,226,1,17,0,0,5,0.00329895885508723,0.0174478847755933,0.0602359864382463,0.024091915042991,0.114855628959705,0.0488896950041218,0.0880934707774271,0.0750674703589791,0.175480698272665,0.174234646156508,0.0730769796133741,0.0671377613248296,0.0452325970500473,0.0199729466106887,0.0121259276992534,0.000757433060483989
1,227,1,17,0,0,5,0,0,0,0.101137311562118,0.112460031031569,0,0,0.190410222527635,0.15190209124712,0.18944237673327,0,0.254647966898289,0,0,0,0
1,228,1,17,0,0,5,0.00461326886860409,0.0187141097432127,0.0684526559860485,0.0314687360100432,0.0220620476014398,0.0399740287803387,0.135034820910106,0.19306125631555,0.13879587464279,0.0937174489452077,0.0802941935617397,0.0823163713961099,0.0676390111324053,0.0149952246510318,0.00809730360296946,0.000763647852403016
1,229,1,17,0,0,5,0.00464288109284963,0.0362494527297036,0.0766105787602144,0.0351216312706818,0.029817575129091,0.0333000547137383,0.0744202231860474,0.134391504920291,0.163084676055342,0.136686671931018,0.0898568983179845,0.0815656174250139,0.0675417964123439,0.0289976302272166,0.007407805501623,0.000305002326840852
1,230,1,17,0,0,5,0.00185462288933992,0.00411843280805017,0.0709700708578381,0.0454784836785881,0.0294994942037791,0.0145294843334443,0.00754095600933403,0.196815518772588,0.126840613427082,0.178671532165137,0.0945526686527008,0.135906716726495,0.0743984678858378,0.0184405167439862,0.000191928882012967,0.000190491963787346
1,233,1,17,0,0,5,0.00264528052871612,0.0238154596766009,0.0492491261786853,0.0782021516862358,0.0672733266265488,0.0464805148957449,0.0334459280609328,0.132606127954243,0.114915146085376,0.145919184188994,0.149643380730158,0.0900666847191247,0.0448911688916368,0.0132884698450692,0.00506009492841803,0.0024979550035163
1,236,1,17,0,0,5,0.00121452975375368,0.00982410040965497,0.0928750775204625,0.0407704191622576,0.0526710471736786,0.0750715101072687,0.0717886663765728,0.146023071295402,0.0939528041028658,0.0877227234299336,0.114961021594129,0.101413841073381,0.0981315652441393,0.00959908719593206,0.00386490998405493,0.000115625576514237
1,237,1,17,0,0,5,0.0126970110767692,0.059862843531848,0.14295676682727,0.0996324622670614,0.0532919171374035,0.118746882841932,0.0419386634716041,0.0773615198862976,0.133757628715976,0.0712256094805479,0.0591811576934751,0.0867756162516101,0.0255906109169941,0.01416279581549,0.00259615582242823,0.000222358263292458
1,239,1,17,0,0,5,0,0,0,0,0.800155127570462,0.169271429836469,0,0,0,0,0,0,0.0305734425930685,0,0,0
1,241,1,17,0,0,5,0.0483391500896157,0.0602535326646092,0,0.031716926200396,0.0961344039989618,0.0554016794052722,0.126947609577522,0.0477936035413695,0.162357082632774,0.0817302684164261,0.092814014641507,0.0829006937588134,0.113611035072732,0,0,0
1,242,1,17,0,0,5,0,0,0.202644827461055,0.393421538431764,0.260201586743017,0,0,0,0,0,0.0450785367436247,0.0986535106205382,0,0,0,0
1,244,1,17,0,0,5,0,0.0251130392597586,0.103993329297663,0.0363369556211732,0.121215061789957,0.0637131168920941,0.0485423436565593,0.0547289833904845,0.130982153980504,0.122514296985534,0.053627657986092,0.109788940156172,0.0658907370723946,0.0474977448798043,0.0160556390318093,0
1,245,1,17,0,0,5,0,0.014337262364887,0.101778406093094,0.0663843143341518,0.0645892617954448,0.109123192559825,0.0775971425408343,0.0624905480947651,0.0747789021994528,0.155432279282394,0.0979728555652234,0.125359007605747,0.0501568275641809,0,0,0
1,246,1,17,0,0,5,0,0,0,0,0,0,0,0.614988542470762,0,0,0.385011457529238,0,0,0,0,0
1,252,1,17,0,0,5,0,0.210571256272042,0.307461008432071,0,0.194767213810376,0.135299772762419,0.151900748723092,0,0,0,0,0,0,0,0,0
1,253,1,17,0,0,5,0.00426346452007251,0.00928873182356194,0.047469584236262,0.0270649820163863,0.042957914796513,0.0537151648570141,0.0670065489310164,0.0905091202792606,0.096835378851391,0.158169582190987,0.121192408237651,0.134358146911231,0.108634202604899,0.03168378258387,0.00685098715988404,0
1,254,1,17,0,0,5,0,0,0,0,0,0,0,0.345751824652085,0,0,0.654248175347915,0,0,0,0,0
1,256,1,17,0,0,5,0,0.0599476398201486,0,0,0.0385805253851038,0.152090352097948,0.185401625248258,0.0653221091655984,0.0521115140521771,0.129980160196278,0.153618277362431,0.0873595024033622,0,0.0755882942686945,0,0
1,258,1,17,0,0,5,0,0,0,0.68978368591661,0,0,0,0,0.13724769000728,0,0,0.17296862407611,0,0,0,0
1,261,1,17,0,0,5,0,0,0.10769448242069,0.0505667314645152,0,0.0947830040211493,0.212825328277737,0,0,0.111639148346611,0,0.203212665168124,0.127793533287978,0.0914851070131951,0,0
1,262,1,17,0,0,5,0,0,0,0,0,0.358482459406537,0,0,0,0,0,0.155878571241244,0.0699354272611128,0,0.415703542091106,0
1,264,1,17,0,0,5,0,0,0,0.120574286766289,0.134073051991477,0.17617884913568,0.161074541449567,0.227004024723149,0.18109524593384,0,0,0,0,0,0,0
1,265,1,17,0,0,5,0.00301109678234944,0.0174939233100801,0.0734371859104723,0.031108403304014,0.0333732067552937,0.0533923218191246,0.0820278637439408,0.107425474136525,0.0920317322735333,0.119155406503122,0.118878955513065,0.115225062572198,0.10798128091917,0.0318700690274345,0.0129027994617457,0.000685217967932487
1,266,1,17,0,0,5,0.00735825687262959,0.0306109594405323,0.119940060491492,0.0559709179505939,0.0302340158223719,0.0643956557336584,0.0792032944040389,0.0880056232357394,0.107692640159367,0.0980837630566927,0.107132663011901,0.12562841468994,0.058350227251537,0.0191674807909286,0.0062475108250881,0.00197851626348816
1,267,1,17,0,0,5,0.0141830165465392,0.0368488748839554,0.0968401229908125,0.0521856606761893,0.0717703534895378,0.0512104307713667,0.0473904800555898,0.0211175757942514,0.231352116505718,0.102731707519681,0.0526543057827243,0.117875093460545,0.10384026152309,0,0,0
1,269,1,17,0,0,5,0,0.059438304920601,0.0447165610380291,0.0291985444781036,0.0469570685081315,0.0129396755657645,0.10734806411161,0.025788751120392,0.0500091600643485,0.149846262720588,0.17856972342166,0.155306611191353,0.122477184594633,0.009992398519101,0,0.00741168974568493
1,273,1,17,0,0,5,0,0.0727271526064533,0.101093502040255,0.0601959318985173,0.0458994210147279,0.0571720394505696,0.0367604618333667,0.0818581864516755,0.109258492127931,0.102746699754827,0.106956564384758,0.0931036658776247,0.0951863061831571,0.024812625887266,0.0115817490473657,0.000647201441506213
1,274,1,17,0,0,5,0,0,0.242713798308831,0.167368884412608,0.0602990496080791,0.0771213983186373,0.0375326873719748,0.0472537441467896,0.087542533344752,0.126317856879436,0.0370912686349728,0,0.11675877897392,0,0,0
1,275,1,17,0,0,5,0.0231726897095729,0.0202767663365777,0.192585651488152,0.110903307579234,0.134823391612727,0.0937068762988977,0.0444874865592467,0.0640385987022364,0.0824439254703657,0,0.140170498298509,0.0400077744983596,0,0.0533830334461204,0,0
1,277,1,17,0,0,5,0,0,0.10861803813642,0.0411344324560988,0.159329520431879,0,0.0421433154556404,0.127827597291082,0.103664855874465,0.14161081258079,0.237149334590226,0,0.0385220931833976,0,0,0
1,278,1,17,0,0,5,0,0.112650126644849,0.196497577499316,0.0594771471809742,0.0570092471575685,0.126860522144213,0.0318351190198243,0,0,0.106428804131108,0.204561934358234,0.104679521863913,0,0,0,0
1,279,1,17,0,0,5,0.0249820036927592,0.0964707403050162,0.11218372811529,0.0424456130282539,0.0244106440060628,0.0362133887499484,0.0636131922707382,0.0511926478073549,0.0442168746209208,0.040507980397644,0.102189327873571,0.0597632763185625,0.157607008772132,0.144203574041746,0,0
1,280,1,17,0,0,5,0,0,0,0.494781956008104,0,0,0.117854121963552,0.181112696961072,0,0.149558735192668,0.0566924898746038,0,0,0,0,0
1,283,1,17,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,284,1,17,0,0,5,0.0440107597097342,0.0936544797541813,0.251211907671067,0.182911307342805,0.0823993382764173,0.114253369939628,0.108935845435443,0.0874815447401405,0.0351414471305844,0,0,0,0,0,0,0
1,285,1,17,0,0,5,0,0.207981000638099,0.394782574411609,0.174671536436836,0.0961856825497932,0.0734994910648589,0.0450096612563846,0,0,0.00787005364242007,0,0,0,0,0,0
1,291,1,17,0,0,5,0,0.0639506854363898,0.0521047621106236,0.202315903406118,0,0.116671808192106,0.0240952230226472,0.092571026638743,0.140893251557008,0.0611544343025423,0.0347722633153198,0.152196858908151,0.0341418075325731,0.0251319755777786,0,0
1,292,1,17,0,0,5,0,0.0299822347604487,0.0472977954981469,0.0231372634249254,0.0128637854939988,0.0338073444320144,0.0231817093626457,0.0653404476949787,0.10425228767811,0.140851371729652,0.213418616887178,0.21846006927702,0.087407073760882,0,0,0
1,294,1,17,0,0,5,0,0,0.309190105239909,0,0,0,0,0.109863453201609,0,0.362890937641089,0,0.150522911012436,0.0675325929049564,0,0,0
1,295,1,17,0,0,5,0,0,0,0,0,0.371104069657752,0,0,0,0,0,0.484100440416102,0.144795489926146,0,0,0
1,297,1,17,0,0,5,0.0109098591973355,0.204636347708408,0.326581074611989,0.10296830286567,0.0626127770550567,0.0515711151538349,0.0569889551402908,0.034304241015653,0.0147476863832673,0.0167946388944402,0.040341585839183,0.0383812830029057,0.0214413328334085,0.0119496484367704,0.00389966720171105,0.00187148466007646
1,298,1,17,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,299,1,17,0,0,5,0.0313666132411597,0.0220208001028651,0.0516946975926956,0.0169913016960058,0.0717608431820543,0.0167124655334439,0.0941466553094945,0.141390603598002,0.0252895263726672,0.177015377782639,0.165464316498281,0.0332972886677665,0.0238118994298691,0.122004595672855,0.00377454793987346,0.00325846738032766
1,300,1,17,0,0,5,0.0334467108544602,0.189115128082752,0.239020474458341,0.133099542118048,0.042844397957981,0.0412620567360297,0.0438028413654027,0.0263669201105459,0.0317942366848476,0.0586168334516387,0.0720750736328095,0.0448839869808668,0.0201487544749668,0.0149723610489499,0.00855068204236068,0
1,301,1,17,0,0,5,0.0236450090673762,0.161272888854712,0.398323790527671,0.0547551745002414,0.0475510385941192,0.00800760452336181,0.05276705864213,0.0630032229042544,0.0206947539438113,0.0252674027043053,0.0279710052037286,0.0504212677055038,0.0361253467140201,0.0223337263105495,0.00786070980421519,0
1,302,1,17,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,303,1,17,0,0,5,0.16063297630701,0.00672002699301764,0.0161425754757302,0.15489152626758,0.148966125028157,0.160454813938885,0.00357483784622133,0.105655427812154,0.107302167119,0,0,0,0.135659523212245,0,0,0
1,304,1,17,0,0,5,0.0103334743197863,0.121630659866224,0.253324752555098,0.14921812333425,0.0450950458696443,0.0580474962044792,0.0668355541387256,0.0955069922814847,0.0373331944385564,0.0573648047187076,0.02576629842881,0.0562501169868568,0.0148823317113091,0.00245508452133525,0.00595607062473196,0
1,305,1,17,0,0,5,0.0107086369754364,0.0364776259767321,0.305279074258935,0.119715325449057,0.135122767742648,0.0744740684390364,0.0707842524456545,0.0746189001067744,0.0332170799987215,0.0522504204270164,0.0317109154984382,0.00501524066715119,0.0119473751849502,0.0233588766256844,0.0153194402037645,0
1,306,1,17,0,0,5,0.0111880061537185,0.0487502069328616,0.338112348467985,0.142045598795967,0.191638232665826,0.156619000069308,0.0351671593958695,0.0395850444274953,0,0.0368944030909691,0,0,0,0,0,0
1,311,1,17,0,0,5,0,0,0,0,0,0.280268846881362,0.115763018959754,0,0.0967010179093571,0.220357638866361,0.055686586696213,0.121869023906002,0.109353866780951,0,0,0
1,312,1,17,0,0,5,0,0,0,0,0.164539882170413,0.143468077828658,0.118516902599787,0.204897630614504,0.0247503590176123,0.0751999071244216,0.0712641419394466,0.0935761223618027,0,0.0206027276229065,0.0831842487204484,0
1,318,1,17,0,0,5,0,0.0662663784954606,0.053991507110161,0.104820942412711,0.207979784089107,0.06044828252153,0.0249677256444651,0.0575538477540653,0.0834257608827618,0.0475266550606304,0.0240209253559804,0.183992665926453,0.058963505109023,0.0260420196376516,0,0
